"249180020","WARSZOWICE","2021","01",64.6,"",18,"",10.0,"","29","",0,""
"249180020","WARSZOWICE","2021","02",49.7,"",11,"",10.5,"","07","",0,""
"249180020","WARSZOWICE","2021","03",25.0,"",10,"",7.7,"","04","",0,""
"249180020","WARSZOWICE","2021","04",73.0,"",10,"",8.5,"","13","",0,""
"249180020","WARSZOWICE","2021","05",110.2,"",0,"",24.3,"","17","",0,""
"249180020","WARSZOWICE","2021","06",43.9,"",0,"",26.6,"","24","",0,""
"249180020","WARSZOWICE","2021","07",44.1,"",0,"",9.0,"","14","",0,""
"249180020","WARSZOWICE","2021","08",199.0,"",0,"",51.1,"","05","",0,""
"249180020","WARSZOWICE","2021","09",37.7,"",0,"",16.0,"","16","",0,""
"249180020","WARSZOWICE","2021","10",28.4,"",0,"",16.2,"","06","",0,""
"249180020","WARSZOWICE","2021","11",53.2,"",3,"",23.2,"","26","",0,""
"249180020","WARSZOWICE","2021","12",43.5,"",13,"",6.0,"","19","",0,""
"249180040","WIS£A WIELKA","2021","01",74.5,"",18,"",8.9,"","04","",0,""
"249180040","WIS£A WIELKA","2021","02",50.3,"",9,"",10.4,"","07","",0,""
"249180040","WIS£A WIELKA","2021","03",36.7,"",10,"",9.9,"","04","",0,""
"249180040","WIS£A WIELKA","2021","04",86.7,"",10,"",10.5,"","14","",0,""
"249180040","WIS£A WIELKA","2021","05",155.1,"",0,"",27.1,"","18","",0,""
"249180040","WIS£A WIELKA","2021","06",59.4,"",0,"",32.5,"","24","",0,""
"249180040","WIS£A WIELKA","2021","07",77.2,"",0,"",27.6,"","14","",0,""
"249180040","WIS£A WIELKA","2021","08",202.4,"",0,"",77.6,"","05","",0,""
"249180040","WIS£A WIELKA","2021","09",50.2,"",0,"",18.7,"","16","",0,""
"249180040","WIS£A WIELKA","2021","10",30.9,"",0,"",15.6,"","06","",0,""
"249180040","WIS£A WIELKA","2021","11",50.1,"",5,"",22.0,"","26","",0,""
"249180040","WIS£A WIELKA","2021","12",38.0,"",12,"",6.5,"","09","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2021","01",61.0,"",18,"",9.5,"","13","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2021","02",52.9,"",10,"",12.5,"","07","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2021","03",27.2,"",9,"",10.1,"","04","",0,""
"249180050","GOCZA£KOWICE-ZDR”J","2021","04",71.6,"",8,"",9.3,"","13","",0,""
